Sample1	Sample2	Sample3	Sample4	Sample5
KLHL23	3.5560079	11.2452593	7.2471153	5.081507	9.1230408
LINGO4	0.0824998	1.09456	0.114841	0.398587	0.114409
FAM24B	1.037208	2.775656095	6.73968	4.37145	8.05933
TRIM59	3.412942	5.679587	7.555429	4.6486046	5.6825569
MLLT11	3.40634	2.81362	2.07511	3.07676	2.64034
ASIC3	1.309785	3.075615	0.8315851	6.468055	4.1072548
GIMAP1	4.57039	2.65708	1.99868	1.55035	1.07723
CCDC183	0	0	0	0	0
ARHGEF35	0.623997	47.8801	8.22787	26.1626	13.1685
OR2F1	0	0	0	0	0
CSH2	0.0230905	0	0.088138	0	0
DNLZ	10.1239991	9.4976676	23.235679	8.5058649	27.313877
TCL1B	0	0	0.0482999	0	0
SUPT4H1	48.46129	88.13828	50.944203	52.77976	37.06885
TSGA13	0.041320537	0.0438059	0.0651289	0.0234888	0.0370631
NRAS	9.06255	22.7752	30.5295	29.0622	21.0524
LTC4S	2.73112	3.19676	1.628529	0.963983	0.604576
ANKRD39	7.4903	12.5072	13.0564	18.658	16.7001
QTRT1	8.52561	15.3008	15.949104	13.128263	11.187836
CHUK	4.17305	11.7317	12.296	8.10353	13.0288
MXD3	3.263293	4.462363	6.668486	13.032534	11.100626
GSTM2	10.82192667698	25.0166708205	7.2807619	11.086226	17.182147
COG8	6.869406	18.098447	12.123415	9.9207621	9.473893
ARHGAP19	0.855966	3.78942	1.533	1.28337	2.47786
HAUS7	6.895583	14.124842	16.208498	8.382044	11.35406
LCAT	2.9803554	11.47991	7.857864	4.613777	8.48723
MAGEA12	0	0	0.0167862	1.099856331015	0.0278821
PTPRCAP	33.9917	11.6374	13.2989	16.9116	9.73085
PVRIG	3.49539	0.922642	0.712069	0.852022	0.493145
KRTAP4-12	0	0	0	0	0
KRTAP2-4	0	0	0.0420824	0	0
GPC2	0.330181	1.21245	1.44861	0.865454	3.73542
KRT222	0	0	0	0	0.0435196
SIPA1	20.7927	22.8373600008713	25.39535	22.44395	23.40908
ERV3-1	10.4001	29.5729	6.45234	25.4841	24.0253
SYNJ2BP	3.59556	12.2564	5.20464	7.99176	4.57225
ARL2	82.54502	61.80986	104.31619	121.05057	102.09615
GBP7	0.0435988	0.488676	0.0223972	0.106599	0.00917362
RBMXL1	2.580519	4.80559	7.33796	9.54913	3.25092
SRA1	2.153333	5.050376	6.627938	8.33531	2.71084
TMEM110	10.058189	5.97236	7.774831	5.258282	5.321836
DNAJC9	6.15351	11.662	18.1836	19.8836	18.3174
C8orf82	10.41509	8.852641	10.78703	13.437304	11.413734
CPLX3	0.0116977	0.122281	0	0.00887581	0.0560437
VDAC1	59.1001269	132.92067	124.321373	301.214729	77.744091
ZBTB9	4.585145	7.558283	4.07269	7.111424	5.91878
TMX2	32.87346	55.8013	53.8502	119.4063	60.44577
HEXA	34.244274	77.871338	28.99686	13.148249	32.435219
NDUFS3	39.327581	50.604908	55.417194	103.262148	36.73844
LEPROT	21.2472000005596	39.5984	41.636394	25.115177	17.623588
LBH	36.191945	113.3547831	78.9252	17.043409	43.2174019
ADAT3	1.268214	2.422107	2.87773	5.09566	1.457366
PPP1CB	45.7016142	150.935199	87.23229	82.196446	85.0978114
SULT1A4	4.96105	21.6093	14.872047	41.704591	8.63295
GPSM3	32.79557	48.521155	30.190253	26.238906	9.646891
LAT	12.070391	8.374789	7.37917	5.230861	4.482759
NCKIPSD	13.580787	15.107899	20.18156	16.365116	16.2447195
ATF6B	65.61366	47.21403	51.94107	89.79079	67.91149
TREX1	14.12364	17.187111164998	12.28104	9.703882	21.34619
S1PR3	2.14583	6.710816	4.100158	2.736134	2.74738
SLC35F6	17.1599	27.1134	16.5733	22.7668	14.5126
FAM209B	0.342565	0.0525202	0.769546	0.311538	0.381631
CLIC1	382.568413	486.624056	424.343395	561.198069	358.435607
DDAH2	43.758464	48.057289	32.318176	64.667404	47.510691
RPS29	1388.554815	3131.836223	2164.589163	2186.154027	2783.114596
UGT2B11	0	0.101563	0	0.0376574	0
ATP6V1G2	0.7209923	0.913692	0.3068471	0.490679	0.336188
ZNF134	3.2654709	4.961601	6.7884058	4.010108	3.25328
GTF2H4	12.1641	14.194656	15.5518	19.686633	17.63987
DDX47	16.785134	27.51083	45.970033	31.7351	41.185883
ZNF845	1.170726	4.23205	3.61134	2.62695	1.423151
KLRK1	16.762546	5.37538	4.6379	4.5217181	1.65173
CEACAM18	0	0	0	0	0
EMP2	24.88518	137.2863	58.6429	44.3913	15.14223
KCTD11	5.70791	26.8393	15.7454	7.64353	10.5156
C8orf44	5.845536	3.642527	6.477309	7.932368	7.68034
UBD	161.302	22.365	67.4535	510.119	17.6794
PPM1N	0.627143	0.4742332	3.168549941245	0.630494	0.796626
CEACAM16	0.0152567	0.0166433	0.0482922	0.0268674	0.0268065
SLC23A3	0.1196003	1.596329	0.7486576	1.2199550277	0.536953
LTB4R	5.97525	14.396509	2.3687911	7.984392	30.457741
LTB4R2	1.79932	5.103461	0.6309566	1.879602	12.24143
DNASE1	3.949331	7.13644	3.588742	5.728217	6.660493
MDP1	5.83952	19.173719	12.789367	8.935926	8.43618
LEUTX	0	0	0	0	0
CSNK1E	31.746987	99.083489	50.7615308	62.009053	41.6143769
CCL27	0.0447726	0	0	0.299477	0.0286827
IRF9	22.75956	40.68399	40.583797	37.943987	43.99283
HBE1	0	0	0.0395767	1.955329	0
HBG1	0	0.200606	0	0	0
CLDN9	1.16611	24.9424	3.60671	0.499893	3.46308
ITGA1	7.77329	16.3241	10.3557	2.31711	3.20527
NUDT19	6.63603	13.3252	10.3685	8.95009	8.82408
ZNF726	3.786095	6.7338979	4.2490484	6.8356098	6.1501827
ZNF99	0.134941	0.128397	0.0348295	0.337872	0.448752
TAX1BP3	63.31074	197.7743	200.855	112.8269	68.93717
AP1G2	25.902718	33.036959	16.66521	25.52278	46.653336
ZNF90	7.84934	8.92972	0.632324	4.56414	5.9868
CARKD	18.21576	8.55846	5.6090767292	9.34509	3.58573
TM6SF2	0.190274	0.337134	1.93183	0.308376	0.424025
MEF2B	4.859706	0.979317	1.510265	2.47369	2.066618
GANC	5.418237	11.220883	8.860622	4.7032646	5.531149
TTLL3	9.012619	11.463351	9.77152959	7.0478704	6.9866308
REPIN1	25.14493421	42.450719	36.429569	49.561899	66.0673908
MRPL23	49.748105	44.419336	77.605401	98.838377	45.518093
ZNF891	0.822813	0.454419	0.510812	0.794896	1.76415
IFNA7	0.0461146	0	0	0	0
SMIM7	13.3239425692	26.602472	22.958389	22.936584	14.051903
FBXO16	1.0686444	1.6552360231424	1.287192	4.955585	2.665567
TSPAN4	60.734196	61.23222	79.053762	44.657785	21.171794
CPNE1	31.218774	40.6894460026165	174.6507834902	53.6393367	6.404786849
ARL16	13.389467	19.330574	21.72658	18.893167	27.576633
SMCO1	0.0158359	0	0.0165866	0.0282278	0.0687677
WEE2	0.2193504	0	0.0272138	0.2349558	0.0547899
MAGEB1	0	0	0	0.0140386	0
LYRM4	10.982534	15.1108979634	12.982873	29.928816	13.390398
MYCBP	9.01368	21.33459	14.50022	28.2934	19.25107
TMEM213	4.058408	1.214628	0.112167	0.4200534	1.59474
PRCD	0	0.142257	0	0.0736033	0.15827
ALG3	39.998094	35.397955	42.3982642	61.248404	53.854414
ZNF788	0.65275	1.33016	1.33901	0.4817611	0.8669405
SH3D21	2.3455	7.28385000916174	4.041787	3.604242	4.7393905
C19orf38	2.6726355	1.8822762	2.974744	2.92643	0.716362
C12orf74	0.0286316	0.0764647	0.0300206	0.658126	0.148227
IQCJ	0	0	0	0.0181121	0
C17orf67	0.789962	1.24719	1.58653	1.44183	1.06444
FIS1	80.881156	154.614481	199.76321	140.27696	145.18024
ANG	3.88866	9.9535	9.49133	65.4064	6.93456
NPS	0	0	0	0	0
COLCA2	3.675436	1.756896	0.3978088	7.375164	3.11290200151357
SPDYE3	0.0232201	0.08925	0.0754371	0.0629494	0.138704
MBLAC1	0.6504975	1.895265	1.360619	2.694541	0.8217757
FOXI3	0.0257664	0.166197	0.0280834	0.0777926	0.130036
SOGA3	0.108574	0.387026	0.457022	0.0466841	0.0938123
NEURL1B	5.4531987	37.3127524	10.736	2.13332	28.4155978
EFCAB9	0	0	0	0.0453655	0
HAUS3	5.64459	8.56726	8.26387	7.80508	5.37135
VSTM5	0.0337323	0.676439	0.339027	0.68305	0.757147
LCNL1	0	0.0646398	0	0.0132631	0
BBIP1	5.396012	11.50974	9.21817	18.8959	11.63185
TRIM77	0	0	0	0.0577091	0
GNAT3	0	0	0	0	0
AS3MT	3.50844	7.0104045	3.84199	4.75798	11.400031
FAM187A	0.826401	4.043305	4.393941	3.216976	0.923583
PLIN5	2.021843	4.45466	0.426603	3.620815	1.55194
SEC14L6	0.425694	5.293564	0.5407133	1.263663	3.845805
SPINK13	4.17162	0.64253	3.606075	1.23132	0.443958
HIGD1C	0.27764	0.735864	0	0.12338	0.237328
NOTO	0.101197	0.208635	0.125346	0.136266	0.243351
PPME1	9.13173	19.45828	32.36185	29.65319	15.2065200874669
KRTAP2-2	0	0	0	0	0
STARD10	35.381066	77.1474110576387	157.4807074	152.7707326	100.4350212
NUTM2D	2.981005	4.796583	1.200528	3.41135200735605	6.51905895
CPEB1	0.3576563	0.239075	0.5603917	0.143031	0.336012
EML6	0.153848	0.538697	0.234733	0.0795493	1.5092
DEFB113	0	0	0	0	0
DEFB133	0	0	0	0	0
RP11-3N2.13	0.0343048	0.530401	0.0180595	1.1849	2.49297
ZSWIM8	28.3141748204	32.6968670983	47.64360304838	28.219309248	47.5603200964
IQCF5	0	0	0	0	0
IQCF6	0	0.300167	0	0	0
C10orf105	0.00801302	0.0839244	0.0158634	0.0267951	0.013652
ARHGEF33	0.0962558	0.824517	1.057053	0.448445	0.1731637
C12orf71	0.0837196	0.20059	0.231855	0.0555379	0.326304
IFRD2	39.2938	33.0366	53.9812	41.0737	25.8482
CAPN14	0	0.183105	0	0	0.037734
ZBED1	4.486531	8.9641915	10.2767576	10.0140071	8.11498893
RP1-139D8.6	0	0	0	0	0
TOMM6	328.1954	254.1102	198.7003	292.2587	209.2133
HNRNPUL2	30.76	33.5066	41.2212	32.5553	29.9051
METTL12	0.219772	0.588764	0.0483713	0.650907	0.310934
MS4A18	0.0197901	0.0423949	0	0.192996	0.01743
MS4A4E	0.938518	0.477552	0.256637	0.2427534	0.3361869
FER1L6	0	0.0175052	0.0128188	0.577125	0.00342645
CDRT15L2	0	0.0285296	0	0	0
MTCP1	1.40714	1.424585	0.569239	0.78206	1.336496
RAD51AP2	0.00741832	0.167263	0.0310082	0.257331	0
EVPLL	0.238891	2.88323	1.86543	3.50874	4.09199
DCDC2C	0	0	0	0	0
SMTNL1	0.897628	0.306748	0.59712	5.40397	2.57599
TRIM64C	0	0	0	0	0
U82695.5	0	0.0116325	0	0	0
SPATA31D1	0	0	0	0	0
NPIPA8	5.36185	26.08251	6.70158	0.214526	0.368845
ZSWIM7	6.87202	9.247997	3.54532	4.889696	4.98927
GPR33	0.116218	0.0311482	0	0.0514032	0
ARHGEF28	1.4515325	5.842305	3.1222760643277	3.7681142	0.916295
TBC1D26	0	0.0679513	0.069557	0.06712275	0
LRRC69	0.341201	0.635708	1.898475	0.641531	0.2419562
ISPD	0.668686	1.49036	0.6692	0.6208496	1.02335
RP11-477N12.3	0	0.0711506	0	0	0
ACSM4	0	0.105215	0.0255786	0.161822	0
C22orf29	4.045985	10.02095	5.65912	4.758362	6.318786
COL28A1	6.235374	2.705519	0.8435365	1.205671	3.334772
PHB2	60.174041	94.7191911	70.0068753	114.958769	133.484632
TCP11X2	0	0	0	0	0
NEURL4	1.832759	7.2671171	4.1590034	3.630445	6.923507
GRID2IP	0.881323	0.838651	0.580452	0.540112	1.3091532
CXorf49B	0	0	0.0263966	0.0073508	0.0292844
UBXN2B	7.28197	9.77518	11.55317	11.74321	9.02982
CXorf49	0	0	0.0263966	0.0073508	0.0292844
CBWD7	0	0	0.433737	0.4195266	1.28786
C16orf90	0	0.0315342	0.0621203	0.0516996	0.100337
RP13-487C10.1	0.0458446	0.0329106	0	0.00673413	0.0132488
MUC5AC	0.0386775	0.100863	1.50035	3.51008	0.0884539
MSMP	0.0904069	0.212719	0.114451	0	0
GOLGA6B	0	0	0	0.0171788	0.0124457
FAM166B	2.70529	0	0.294587	0.630701	2.1464
PEX26	5.88132	16.53326	10.80493	12.7053	5.426032
GRXCR1	0	0	0	0	0
C5orf49	0.681657	1.787573	5.882246	4.30956	2.269758
UBE2QL1	0.225163	0.177275	1.03752	0.29859	0.190276
FASTKD5	3.38857	7.37816	7.29109	9.26261	4.18251
GOLGA8B	14.76359	13.72433	0.3142143	8.70325	5.55839
KCNU1	0	0	0	0.317631	0
GAGE12G	0	0	0	73.0829	0.256735
HOMEZ	6.12608	9.92054	6.21075	7.71166	7.50615
GAGE10	0.149396	0	0.179633	4.51397	0.546282
C14orf164	0.7586873	0.376905	0	0.8139635	0.21676
DDX3X	48.98192915854	104.38872892	54.643616509	57.06702	59.2845476
VPS16	6.57409	14.315342	8.06074	19.672504	10.224345
ZNF705D	0	0	0	0	0
ZNF705B	0	0	0	0	0
ZNF705G	0	0	0	0	0
MYL5	7.291586	11.04541	8.17188	7.53293	5.70734
SCRT2	0	0	0	0	0
ZNF407	1.4371367	2.1584819	1.3629387	1.4068064	1.5067343
NPEPL1	14.62081	23.9945513868	10.3369	21.31078	14.178367
KRTAP10-4	0	0	0	0	0
KRTAP10-1	0	0	0	0	0
RPL17-C18orf32	4.68074	8.13844	1.85058	8.47739	3.95286
SKOR2	0.0901789	0	0	0	0
SIAH3	0.0382869	0.0113884	0.00762608	0.0185424	0.0194358
EFCAB8	0.1047902	0.0306387	0.3275788	0.0564602	0.1795603
DEFB116	0	0	0	0	0
DEFB115	0	0	0	0	0
GAB4	0	0	0	0	0
C20orf202	0.150827	0.305552	0.158279	0.118841	0.0438324
HMX1	0	0.025153937688	0	0	0.01908370256137
GCGR	0.0885926	0.0617952	0.06315737	0.0327033	0.0454682
RSC1A1	0	0.000432812	0	2.0509	0
CELA2B	0.268948	0.57081	0	1.377918	0.459934
TMEM242	2.059433	5.583837	3.425992	4.82773	2.177043
TMEM167B	8.96026	19.4113	22.6748	18.4432	22.5707
FAM72D	0.909398	1.32206	2.92079	4.96064	9.20405
TNFRSF25	4.8739323	2.457223212591	2.462238	1.82227	3.21668627
SLC35E2	1.66676	1.0534054	1.18105	1.3931344	3.107285
TSTD1	255.81327	87.86624	61.62454	71.99505	83.59611
RPTN	0	0	0	0.00636525	0
CYB5RL	1.0043368	0.461124	0.327608	1.150431	1.0993831
LACTBL1	0	0	0	0	0
C1orf167	0.1349446	0.282479	0.0170985	0.3762265	0.0813007
TTC34	0.321704	0.434778	0.216549	0.178129	0.451094
ATAD3C	2.279242	1.9351	4.06195	11.60582	10.82479
IFI30	333.184722	481.256	407.571914	447.423	124.856852
IGSF23	0.029269	0.0987096	0.2508834	0.0769827	0.162032
GAGE12E	0	0	1.00236e-09	30.3389	0
CCDC7	0.8671588	1.0316768	0.3514338	1.722126	2.0174508522
FNIP1	3.001694	7.47879	5.3012672	7.3096111	4.3843
SP9	0	0.00958972	0	0.022194	0
SYCE3	5.75226	2.86492	0.310082	0.676739	1.381911
CKLF	46.82738	110.47739	69.22481	64.352095	57.015354
PAM16	22.354339	26.860286	26.624961	39.47523915	27.485868
TENM3	0.402757	0.643931174439	2.200653	0.335691	0.422704
CEBPZ-AS1	23.567448	33.6156981	26.936019	18.460796	29.40367
TDRD15	0.0094138	0	0	0	0
PAPOLB	0.00615298	0.00665362	0.00644515	0	0.0159073
ZNF579	5.55139	7.41486	9.27016	6.64872	4.90307
CELA3B	0.234778	0.819319	0.452464	1.10998	1.41526
RNASEK	231.116376	395.090232	361.027776	289.925598	299.9712
TEX40	0	0	0	0.0984665	0.100201
FAM19A5	0.98474	3.006852	4.546029	7.958403	0.986425
NBPF1	6.77723	11.2935	6.1346	6.31532	14.5002856
PPP1R3G	0.155082	1.41452	0.508528	1.15929	0.270125
FAM228B	5.02322	5.825127	9.93775	8.926431	14.80595
LINGO3	0.149972	0.129259	0.149464	0.0329336	0.114339
ZGLP1	1.0199	2.94972	1.284256	0.453161	1.785047
VAMP2	30.663289	53.23297	48.651361	30.950533	23.527173
OR6B1	0	0	0	0	0
EBF2	0.365393	0.548721	0.117805	0.111473	0.0646941
C6orf226	22.3277	15.1676	8.31563	22.2184	9.2666
PPP3R1	17.5107	36.6938	26.3775	28.051428	27.389232
PSG3	0	4.47271	0	0.206874	0
FANCG	3.536245	5.59361	6.0981111	7.867265	10.82111
OR2A5	0	0	0	0	0
KRTAP10-9	0	0	0	0	0
AP4M1	5.424687	16.647552	14.2240282	16.3521061	17.6481
OR4A5	0	0	0	0	0
C2orf16	0.416474	0.657043	0.271264	1.28294	0.225743
KRTAP1-5	0	0.0264902	0.0516404	0	0.0213877
TAS2R41	0	0	0	0.0871947	0
OR2A12	0	0	0	0	0
KRTAP10-10	0.0236533	0	0	0	0
KRTAP12-2	0	0	0	0	0
PLXNA4	0.1085392	1.4064222	0.236571	0.39726681	0.1258372
MAGEA3	0	0	0	17.990871	2.21874
CEBPD	56.2402	25.9853	46.7234	92.4267	33.5287
TMEM257	0	0	0	0.0315591	0
ZNF321P	0	0	0	0	0
PSG7	0	0.0273301	0.0127991	0	0
KRTAP1-3	0	0	0	0	0
OR3A2	0.212317	0	0.0838131	0	0
ARIH2OS	1.38745	0.754711	0.847602	1.58801	0.867019
C5orf54	0.982576	3.426541	2.46351	4.06072	4.39657
HMSD	0.0975686	0.0501516	0.218576	0.68694	0.7097892
OR1C1	0	0	0	0	0
NPTXR	0.337316	9.34065	0.431072	0.546015	0.747594
POM121L12	0	0	0	0	0
FAM200A	3.055953	7.78045	4.789769	4.78263	7.42476
OR2F2	0	0	0	0	0
PPP2R2A	7.54327	18.6908591	27.34943	22.13779	14.78675
C19orf73	0.816396	3.52268	2.76054	1.38874	1.23213
ZNF880	11.385677	13.86732	3.874406	19.147736	3.703596
TRIM16	4.332632	22.906777	29.9534882155886	19.423452	4.691903
OR6X1	0	0	0	0	0
HEPN1	0	0	0	0	0
OR2A25	0	0	0	0	0
TAS2R40	0.0292073	0	0	0	0.0252288
OR2A14	0.0289716	0	0	0	0.0507016
TIGD1	3.55645	5.11822	4.29723	4.786	3.5188
FXYD7	0.892127	1.745022	0.283423	0.0742625	0.2284877
XKR9	2.42225	0.616459	8.185204	1.973806	8.402
OR4C12	0	0	0	0	0
SLC12A8	4.60496	5.519839	9.8327614	9.666645	7.744255464
PRR21	0	0	0	0	0
TMEM14E	0.133763	0	0.287751	0.118889	0
APOL6	15.0678	17.7208	17.4822	12.4188	9.69766
FADS3	36.568095	21.598712	20.835703	21.501395	13.063519
OR2A1	0	0.433507	0.143138	0.0338166	0.211486
C3orf36	0.592115	3.7622	0.111479	0.254412	1.40688
OR4E2	0	0	0	0	0
CCNL2	26.52976	24.5150736	15.7389139	21.775152	29.56511
UBA52	572.537894	1021.759922	999.774215	738.79597	562.9511304
MYBPHL	0.707553	3.489	1.50129	0.0631855	0.0838149
PPT2	4.235264	8.38421214	8.350193	19.017044	6.312017
OR2A2	0	0	0	0	0
ZNF630	2.3701146211	2.153091332	1.488175634	2.6049155	2.0132684
TIAF1	1.71688	1.80626	0.845332	1.45189	1.53144
OR52B4	0	0	0	0	0
BTBD19	0.284866	0.678359	0.311893	0.0865355	1.45624
FAM185A	0.309389	0.694167	0	0	0.624705
RAB6C	0	0.0293163	0.00943666	0.061772	0
C21orf140	1.68207	1.62665	0.377795	0.953461	0.809536
PSMB11	0	0.0124452	0	0	0
POTEG	0	0	0	0	0
POTEJ	0	0	0	0	0
DCDC2B	0	0	0.0247977	0.025277	0.170194
C10orf55	0	1.84815	0.471568	0	0
TRIM49D1	0	0	0	0	0
USP17L2	0	0	0	0	0
EXOSC6	3.59354	14.301	7.06201	11.7695	5.48393
VPS52	15.654661	20.868448	13.156623	26.188843	21.11325
CDRT15	0.338527	1.01843	1.09273	0.551108	0.781065
ZNF844	1.256	2.1057291	1.67257	1.37104	1.98543
USP17L15	0	0	0.0263168	0	0
CKMT1A	0.339796	0.99611345	8.67928906801	8.182654	0.08768003705
CENPVP1	0	0	0	0.0393611	0
EBLN1	0	0.0270465	0	0.0446628	0
HBD	0.463354	0	0.0438713	0.111585	0.18103
RP11-468B6.1	0	0	0	0.0362913	0
RFPL4A	0	0	0	0	0
AC011242.6	0.0267045	2.43268	1.49082	0.0955938	1.15072
CERS1	0.077038	0.4850172	0.17304872	0.3794136	0.17683624
HLA-DPB1	687.7124	406.22027	371.95785	337.830362	142.6272383
C1QTNF5	9.723872	29.210432	40.768254	13.5448	10.64134
GLTPD1	13.362355	17.249262	17.4479692	20.276355	21.423686
CT47A10	0	0	0	0	0
CENPVP3	0	0	0	0	0
C17orf72	0.384305	2.894003	1.019551	1.10413	2.2665
C4B	24.8375424	31.2039	8.13241	56.8562	44.0965
ADM5	0.741037	1.58593	0.458707	1.7315	3.73472
ATXN1L	3.19928	9.90277	5.08556	4.84741	3.86821
SMIM13	2.21396	4.26873	4.10856	4.37971	3.3731
GPX5	0	0	0	0.0158411	0
GAGE12J	0.0736779	0	0	1.00465	0
ZNF812	0.361194	0.147886	0.0083447	0.345236	0.0985383
NPIPA3	2.390847	2.72375500341136	2.80788800683667	6.395989	3.713033
C17orf89	56.1483	99.4129	69.3944	61.2753	59.9096
GAGE12H	0	0	0.212354	1.57657	0
APOC4-APOC2	13.0131	34.78186	22.349523	18.7625	5.89161
PRRT4	0.0128278	0.407574	0.0310965	0.0658666	0.1350261
TMEM233	0.439626	5.27221	0.483792	0.127355	0.306582
LL0XNC01-16G2.1	0	0	0	0	0
PLEKHM1	4.203271	12.197309	6.3131	4.56828	7.030938
USP17L3	0	0	0	0.0176316	0
CT62	0.0140178	0	0.0147279	0.024811	0
C3orf83	0.637238	0.96006	0.565115	2.8559	0.52562
C2CD4D	0.365957	0.957786	0.517307	1.81426	1.75405
ZNF469	0.618921311208	1.566955	2.713075	0.2726030283892	0.526453
FAM195B	71.0933000013887	87.242218	83.624833	95.927381	111.199739
SLC26A6	5.812065	4.87783500054288	5.02227613	6.750439	8.419222479
OR6V1	0	0	0	0	0
CTD-2313N18.7	0.215232	1.8141	0.894532	0	0.502402
FAM229A	0.818056	1.994401	0.7062	1.90474	2.69856
ERCC6	0.832362	2.14726	1.237926	2.3245	1.6658651
LINC00694	0.0849086	0.314112	0.1244	0.798064	0.17564
FRG2B	0.11986	0	0.132805	0	0.243955
NOL7	35.98481	40.44445	41.03542	48.49458	46.87061
CTAGE4	0.270162	19.5721	13.4688	8.45445	0.0909173
AC022431.2	0.0860445	0.135079	0	0.1356955	0
NTF4	0.461873	6.22528	3.203099	0.907978	1.981784
ELFN1	0.489629	0.67707557	0.5355957733	0.303962	0.36041842
RP11-139H15.1	9.86469	14.139968	15.30453	12.23183	9.904596
CT47A6	0	0	0	0	0
FTCDNL1	0.64742	1.388854	2.200551	13.45859	0.8736952
TEX22	0.172799	0.330966	0.170836	0.103523	0.578083
OR52I2	0	0	0	0	0
AC104809.3	0.00775296	0.0914364	0.0304811	0.112866	0.0417711
DCAF8L1	0	0	0	0.119741	0
USP17L7	0	0	0	0.0114555	0
TMEM185B	5.82617	19.81	20.7938	19.5744	13.2717
CT47A9	0	0	0	0	0
KIF4B	0	0.0124838	0.0305967	0.01032	0.0100263
CT47A12	0	0	0	0	0
HSBP1L1	4.48437	9.52207	18.2548	13.0813	31.6888
TAS2R46	0	0	0.0372428	0	0
SRRM5	0.4261400980446	0.656043	1.296496	0.3591753	0.558618
PGAM4	0.191207	0.379251	0.0597531	0.100963	0.0978127
MROH5	0	0	0	0	0
ERVMER34-1	0.548912	1.249303	5.45446	4.75735	0.3441525
CT47A11	0	0	0	0	0
RBMY1J	0	0	0	0	0
LTA	1.680203	0.366726	1.32905	0.687225	0.688891
WDR46	19.74988	26.45772	22.49817	29.5886	29.40393
ANHX	0	0	0	0	0
ZNF717	4.2556961	5.375866	5.960925	12.348031	6.130266
USP17L5	0	0	6.00647e-06	3.91265e-08	0
PRR20D	0	0	0	0.00589158	0
SPANXB2	0	0	0	3.41628	0
KLLN	0.153686	0.302474	0.208916	0.905579	0.525602
PARG	3.13158	8.236901	5.3514	9.518144	6.30649
AKR1B15	0.497725	6.36542	0	1.85828	0.828976
GAGE12D	0	0	0.293029	353.082	0.213253
SCAMP4	26.52976	40.915493	48.7569179	28.78089	36.338401
LTB	24.85757	17.87548	14.10036	11.87894	11.56254
USP17L12	0	0	0.000121209	0	0
RD3L	0	0	0	0	0
C1orf234	0.0779652	0	0	0.48477	0
LINC00948	1.1786695	1.64257	0.410483	1.528665	1.066766
POLR2J2	1.82243	0.920676	2.19538	1.57013	3.33148
BOD1L2	0	0	0	0.0069355	0
IFNA14	0	0	0	0	0
OR2M3	0	0	0	0	0
MT-ATP8	12649.4	5040.37	3887.91	4826.96	14544.6
ORM2	0.0639472	3.8526	0.557482	4.53585	4.25305
C19orf24	44.28709	52.4167	74.8223	75.4629	43.23071
OST4	264.78985	420.14966	378.31566	281.94098	200.16216
CT47A7	0	0	0	0	0
VN1R4	0	0	0	0	0
NUTM2E	0.5383753	0.456504	0	0.0369808	0.0493355
C1orf233	23.9515	8.7962	7.18826	2.38112	45.1373
CLDN25	0	0	0	0	0
PROB1	0.523816	1.2396	0.825333	1.49272	0.88719
ARL17B	2.605292	6.1801517	2.109975	8.94852	4.7042495
DHFR	6.2349607	12.63789	11.766003	10.526671	9.6911793
SAPCD1	2.994337	2.09844	0.531934	3.4986	7.024278
CT45A4	0	0	0	25.442339672	0
USP17L30	0	0	4.16735e-05	1.0727e-06	0
TSPY3	0	0	0	0	0
RPL41	1653.0218	4411.424	3751.443	3375.7069	4989.5385
PGA4	0	0	0.124185	0	0
RFPL4AL1	0.0329633	0	0.104804	0	0
ORM1	0.289657	11.3045	0.80098	8.0097	5.51813
SFTA3	40.8278	62.6816	55.2659	2.21736	43.6165
SPINK8	0	0.236964	0.105096	0.0873133	0
PATL2	2.957562	1.52468573	0.79506310392735	2.17218049	2.209935
NKX1-2	0.0138436	1.21072	0.321479	1.30371	0.0180361
TSPY8	0	0	0	0	0
PRAMEF26	0	0	0	5.55312e-05	0
USP17L26	0	0	4.16735e-05	1.0727e-06	0
PRAC2	0	0.873752	0	0.191517	0
PRR20C	0	0	0	0.01178316	0
ZNF492	0.069455	0.124696	0.111818	1.12808	0.866111
ZNF688	5.440835	7.543697	2.994685	4.602596	7.070835
PET100	33.39297	46.1804	40.2168	31.88622	19.51217
PGA3	0.135559	0.0179451	0.16411	0.0730932	0.5417119
FAM90A26	0.0204528	0.0552384	0.0107972	0	0.00802952
PRPS1L1	0	0	0	0	0
IQCF3	0	0	0	0	0
POTEB2	0	0	0	0	0
ANKRD66	0.095691	0.179391	0.0115403	0.06542005	0.2231526
RP5-1180C10.2	7.71741	17.1881	19.0835	20.5003	17.1866
OR4F3	0	0	0	0	0.00176385
OR5H6	0	0	0.0121954	0	0
CT47A8	0	0	0	0	0
USP17L25	0	0	4.16735e-05	1.0727e-06	0
ANKRD18B	0.0416543	0.9538447	0.870939	1.427983	0.4779136
PPP5D1	0.2577838	0.386469	0.604782	0.259538	0.2498998
MBD3L2	0	0	0	0	0
USP17L1P	0	0	0	4.21713e-05	0
CT47A4	0	0	0	0	0
PRB4	0	0	0	0	0
SETSIP	0.0407728	0.040936	0	0.0343802	0
ANKRD63	0	0	0	0	0
YY2	0.401825	0.651191	2.37301	1.90598	0.788689
STMND1	0.5045519	0.487349	0	0.249079	1.05072
HSBP1	12.15938	30.2697	18.86751	31.05519	13.08884
